"brandName","branchName","longitude","latitude","cityName"
Dairy Queen Indonesia,GAGA Grand Indonesia,106.82100810,-6.19504120,Jakarta Pusat
Dairy Queen Indonesia,GAGA Pacific Place,106.81027290,-6.22448830,Jakarta Selatan
Dairy Queen Indonesia,GAGA Lippo Mall Nusantara,106.81442150,-6.22027330,Jakarta Selatan
Dairy Queen Indonesia,GAGA Emporium Pluit Mall,106.79097580,-6.12727110,Jakarta Utara
Dairy Queen Indonesia,GAGA South Quarter,106.78468870,-6.29433760,Jakarta Selatan
Dairy Queen Indonesia,GAGA Lippo Mall Puri,106.73890940,-6.18845540,Jakarta Barat
Dairy Queen Indonesia,GAGA Senayan Park,106.80538920,-6.21197980,Jakarta Pusat
Dairy Queen Indonesia,Dairy Queen Pondok Indah Mall 1,106.77511000,-6.26967000,Jakarta Selatan
Dairy Queen Indonesia,Dairy Queen Grand Indonesia,106.81992200,-6.19523930,Jakarta Pusat
Dairy Queen Indonesia,Dairy Queen Central Park,106.78981630,-6.17882000,Jakarta Barat
Dairy Queen Indonesia,Dairy Queen Emporium Pluit Mall,106.78961990,-6.11644620,Jakarta Utara
Dairy Queen Indonesia,Dairy Queen Gandaria City,106.78262500,-6.23997800,Jakarta Selatan
Dairy Queen Indonesia,Dairy Queen Kota Kasablanka,106.84233880,-6.22424110,Jakarta Selatan
Dairy Queen Indonesia,Dairy Queen Mall Kelapa Gading,106.90690240,-6.16019810,Jakarta Utara
Dairy Queen Indonesia,Dairy Queen Lippo Mall Puri,106.74115590,-6.18421960,Jakarta Barat
Dairy Queen Indonesia,Dairy Queen AEON JGC,106.95337450,-6.17869700,Jakarta Timur
Dairy Queen Indonesia,Dairy Queen Lotte Avenue,106.82271180,-6.22453030,Jakarta Selatan
Dairy Queen Indonesia,Dairy Queen Citra Experience,106.85219850,-6.15865570,Jakarta Pusat
Dairy Queen Indonesia,Dairy Queen Rawa Belong,106.78315100,-6.20344200,Jakarta Barat
Dairy Queen Indonesia,Dairy Queen Mall of Indonesia,106.89671070,-6.15542990,Jakarta Utara
Dairy Queen Indonesia,Dairy Queen Batavia PIK,106.73959250,-6.09347850,Jakarta Utara
Dairy Queen Indonesia,Dairy Queen Lippo Mall Nusantara,106.81442150,-6.22027330,Jakarta Selatan
Dairy Queen Indonesia,Dairy Queen AEON Tanjung Barat,106.84082890,-6.30559280,Jakarta Selatan
Dairy Queen MFGI,Dairy Queen Lippo Mall Kemang,106.81456110,-6.26224350,Jakarta Selatan
Daisugi,Daisugi Coffee Ideas & Lounge,106.84249170,-6.19357470,Jakarta Pusat
Daitokyo Sakaba,Daitokyo Sakaba Pesanggrahan,106.75439753,-6.23981698,Jakarta Selatan
Daitokyo Sakaba,Daitokyo Sakaba Pesanggrahan,106.75439753,-6.23981698,Jakarta Selatan
Dale Coffee Lite,Dale Coffee Lite,106.88971786,-6.19306587,Jakarta Timur
Dallas Chicken,Dallas Chicken Mayapada Tower,106.82023300,-6.21341100,Jakarta Selatan
Dalmonde Cake & Bakery,Dalmonde Cake & Bakery Cibubur,106.87697830,-6.34907970,Jakarta Timur
Dalmonde Cake & Bakery,Dalmonde Cake & Bakery Kalisari,106.85035058,-6.32698073,Jakarta Timur
Dalmonde Cake & Bakery,Dalmonde Cake & Bakery Caglak,106.86001726,-6.29915030,Jakarta Timur
Dalmonde Cake & Bakery,Dalmonde Cake & Bakery Lubang buaya,106.90409776,-6.28502674,Jakarta Timur
DAMAI FLORIST,DAMAI FLORIST,106.89653707,-6.18665560,Jakarta Timur
DAMN I LOVE INDONESIA,DAMN I LOVE INDONESIA,106.83389950,-6.16669783,Jakarta Pusat
Danbam cafe,danbam cabang itaewon,106.83701220,-6.26414060,Jakarta Selatan
Dancing Chicken,Dancing Chicken Kemanggisan [Cloud],106.78418900,-6.20097280,Jakarta Barat
Daon,DAON KOREAN GRILL & DINING,106.81185540,-6.23365530,Jakarta Selatan
Daon,DAON KOREAN GRILL & DINING,106.81185540,-6.23365530,Jakarta Selatan
Dapoer Ankara,Dapoer Ankara,106.90587135,-6.18773446,Jakarta Timur
Dapoer Mboke Ning,Dapoer Mboke Ning,106.86409246,-6.29743549,Jakarta Timur
Dapoer Minut by Ikan Bakar Minahasa Utara,Dapoer Minut by Ikan Bakar Minahasa Utara,106.86187895,-6.17411748,Jakarta Pusat
Dapoer Sarah,DAPOER SARAH,106.78478449,-6.23777680,Jakarta Selatan
Dapoer Tanra,DFC Pusdiklat,106.78418610,-6.18853400,Jakarta Barat
Dapoer Tika,Dapoer Tika,106.92410528,-6.14420638,Jakarta Utara
DAPUR AINON,DAPUR AINON,106.80391060,-6.22466910,Jakarta Pusat
Dapur autentik,Autentik Bento,106.85691590,-6.14947010,Jakarta Utara
Dapur Bang Je,Dapur Bang Je,106.76176037,-6.27329828,Jakarta Selatan
Dapur Cempaka,Dapur Cempaka,106.63682350,-6.29941990,Jakarta Pusat
Dapur Damar,Dapur Damar,0.00000000,0.00000000,Jakarta Selatan
Dapur eomma,Dapur eomma,106.87685300,-6.16606510,Jakarta Selatan
Dapur Grandfil,Dapur Grandfil,106.85431920,-6.22841760,Jakarta Selatan
DAPUR HAZZURA,DAPUR HAZZURA,106.83118057,-6.30640663,Jakarta Selatan
Dapur Kangmas,Dapur Kangmas,106.77586310,-6.29375840,Jakarta Selatan
Dapur Kembar ,Dapur Kembar ,,,Jakarta Pusat
Dapur Mama,Dapur Mama,106.75536404,-6.13474778,Jakarta Utara
Dapur Mama Bie,Dapur Mama Bie,106.91107580,-6.15459730,Jakarta Utara
Dapur Mama Umma,Dapur Mama Umma,106.75743230,-6.14211230,Jakarta Barat
DAPUR MATUA,DAPUR MATUA,106.83023360,-6.22592000,Jakarta Timur
Dapur Minang 2,Dapur Minang 2,106.89913437,-6.30858917,Jakarta Timur
Dapur Nenek Dhifal,Dapur Nenek Dhifal,106.83527405,-6.25490390,Jakarta Selatan
Dapur Nona,Dapur Nona,,,Jakarta Utara
DAPUR ONENG,DAPUR ONENG EVERPLATE PINTU AIR,106.83257961,-6.16427083,Jakarta Pusat
DAPUR ONENG,NASI SINJIAPO,106.83257962,-6.16427084,Jakarta Pusat
Dapur Raftel,Dapur Raftel,106.90363220,-6.23501650,Jakarta Timur
Dapur Solo,DS-Central Park Mall,106.79116090,-6.17698700,Jakarta Barat
Dapur Solo,DS-Green Pramuka Square,106.87412350,-6.18961700,Jakarta Pusat
Dapur Solo,DS-Green Sedayu Palem,106.72872140,-6.13885220,Jakarta Barat
Dapur Solo,DS-Aeon JGC,106.95230670,-6.17270030,Jakarta Timur
Dapur Solo,DS-Kuningan City Mall,106.82916170,-6.22438400,Jakarta Selatan
Dapur Solo,DS-Matraman,106.85471800,-6.20064970,Jakarta Timur
Dapur Solo,DS-Mampang Bussiness Park,106.82846310,-6.25667350,Jakarta Selatan
Dapur Solo,DS-Mall Cipinang Indah,106.89409930,-6.23966120,Jakarta Timur
Dapur Solo,DS-Mall Of Indonesia,106.89266120,-6.15096990,Jakarta Utara
Dapur Solo,DS-Panglima Polim,106.79791620,-6.24991290,Jakarta Selatan
Dapur Solo,DS-Pluit Village,106.78836770,-6.11647180,Jakarta Utara
Dapur Solo,DS-Sarinah,106.82356530,-6.18806240,Jakarta Pusat
Dapur Solo,DS-Sunter 2,106.88361000,-6.14005500,Jakarta Utara
Dapur Solo,DS-Mall Artha Gading,106.89191870,-6.14577390,Jakarta Utara
Dapur Solo,DS-Aeon Tanjung Barat,106.83995740,-6.30560950,Jakarta Selatan
Dapur Solo,DS-Gajah Mada Plaza,106.81868780,-6.16081880,Jakarta Pusat
Dapur Solo,DS-Puri Indah Mall 2,106.73349140,-6.18907460,Jakarta Barat
Dapur U2 Berkah,Dapur U2 Berkah,106.89296980,-6.31730500,Jakarta Timur
DAPUR UPIEK,DAPUR UPIEK,106.81031520,-6.25625149,Jakarta Selatan
Dapur Yeni,Dapur Yeni,,,Jakarta Barat
Dartshub,Dartshub,106.92279290,-6.16845240,Jakarta Timur
Darumaya,DARUMAYA,106.81065800,-6.28462736,Jakarta Selatan
Dash&Drip,Dash & Drip,106.79718290,-6.12393180,Jakarta Utara
Dawet Durian Junjun,"Dawet Junjun, Menara BNI",106.80303600,-6.20373460,Jakarta Pusat
Dawet Kemayu,Dawet Kemayu Kemang,106.81410480,-6.25118110,Jakarta Selatan
Dawoon Tea Paseban,Dawoon Tea Paseban,106.85616130,-6.19449580,Jakarta Pusat
Day Star Cafe,Day Star Cafe,0.00000000,0.00000000,Jakarta Utara
Dcelup chicken crispy,Dcelup Chicken Crispy,106.71886790,-6.18316070,Jakarta Barat
DD's Kitchen Restaurant,DD's Kitchen restaurant,106.74448730,-6.17234840,Jakarta Barat
DD. Dakkochi,DD. Dakkochi,106.65405770,-6.22125710,Jakarta Utara
De Clan Signature,de'Clan Signature Cipete,106.79987933,-6.27779933,Jakarta Selatan
De Comro,De Comro,106.90246468,-6.16551135,Jakarta Utara
De Sanger,De'Sanger Epiwalk,106.83554690,-6.21777310,Jakarta Selatan
DE SOPHIA,De Sophia Cafe & Resto,106.88807710,-6.35561670,Jakarta Timur
DE STASIUN,DE STASIUN,106.78901823,-6.11746096,Jakarta Utara
DE' FLOWERS,DE FLOWER,106.90377503,-6.29759140,Jakarta Timur
De' Sanger & Ditinjau Lauik,Brawijaya Lounge & Resto,106.80508250,-6.25704900,Jakarta Selatan
De' Sanger & Ditinjau Lauik,D'Sanger,106.88649280,-6.24611420,Jakarta Timur
De' Sanger & Ditinjau Lauik,Sitinjau Lauik,106.88649280,-6.24611420,Jakarta Timur
DE'JAVU CAFE SHISHA,DE JAVU CAFE SHISHA,0.00000000,0.00000000,Jakarta Utara
Deca Coffee,Deca Coffee,106.94492160,-6.18332160,Jakarta Utara
Degayo,EVENT JICC,106.81108948,-6.24512378,Jakarta Selatan
Degayo Coffee ,JICC,,,Jakarta Pusat
Degree Coffee & Eatery,de 92 Degrees Coffee & Resto,106.92664020,-6.22084650,Jakarta Timur
DeHruum,DeHruum,106.82382185,-6.26804227,Jakarta Selatan
Dejavu Coffee House,Dejavu Coffee House,106.78223680,-6.30938280,Jakarta Selatan
Dekat Kopi,Bazzar Dekat Kopi,106.83375800,-6.22777060,Jakarta Selatan
Dekat Kopi,DEKAT KOPI,106.83375800,-6.22777060,Jakarta Selatan
Dekersen,Dekersen,106.88481785,-6.22467830,Jakarta Timur
DeliFresh Catering,DeliFresh Catering,106.91751092,-6.15254603,Jakarta Utara
DEMIE BAKMIE 69,DEMIE Lembur,106.81900050,-6.27615650,Jakarta Selatan
DEMIE BAKMIE 69,DEMIE Cilandak,106.80167000,-6.29360930,Jakarta Selatan
DEMIE BAKMIE 69,DEMIE Frozen,106.81829571,-6.27670852,Jakarta Selatan
DEMIE BAKMIE 69,DEMIE Kemang,106.82095330,-6.27228060,Jakarta Selatan
DEMIE BAKMIE 69,DEMIE Cikini,106.83636290,-6.19281500,Jakarta Pusat
DEMIE BAKMIE 69,DEMIE PIK 2,106.79927810,-6.24453930,Jakarta Selatan
DEMIE BAKMIE 69,DEMIE Senopati,106.80907400,-6.23137310,Jakarta Selatan
DEMIE BAKMIE 69,DEMIE Tebet,106.85299080,-6.22494270,Jakarta Selatan
Demo Usaha,Cabang 1,106.84725960,-6.23577980,Jakarta Selatan
DEMORE (Coffee & Bakery),DEMORE BAKEHOUSE,106.90179395,-6.16899523,Jakarta Utara
DEMORE (Coffee & Bakery),Demore Online Cake,106.90162650,-6.16913700,Jakarta Utara
Denbagus Resto,Denbagus Resto,102.56442648,13.66478560,Jakarta Pusat
Denchi,Denchi,106.77958120,-6.15014130,Jakarta Barat
Dendy store,Dendy store,106.83007567,-6.21701002,Jakarta Selatan
Deni Resto,Deni Resto,106.91326060,-6.19547060,Jakarta Timur
Denny's,Denny's Kota Kasablanka,106.84224320,-6.22360500,Jakarta Selatan
Denny's,Denny's Senayan City,106.79717600,-6.22747400,Jakarta Pusat
Denny's,Dennys La Piazza,106.90716210,-6.15923740,Jakarta Utara
Depo Audio Variasi,Depo Audio Variasi,106.90884230,-6.25025304,Jakarta Timur
Depot Kata,Depot Kata,106.91673606,-6.12523173,Jakarta Utara
Deproxs,Deproxs,106.77171170,-6.23197600,Jakarta Selatan
Depuy Dimsum,Depuy Dimsum,106.81636280,-6.19072720,Jakarta Pusat
Devier Kitchen,Devier Kitchen,0.00000000,0.00000000,Jakarta Utara
DEVON,DEVON,0.00000000,0.00000000,Jakarta Utara
Dhi Dhi's Kitchen,Dhi Dhi's Kitchen,0.00000000,0.00000000,Jakarta Selatan
DHK LOUNGE,DHK LOUNGE,106.82407236,-6.23094020,Jakarta Selatan
Dhokane,Dhokane,106.79488541,-6.24755614,Jakarta Selatan
Dice Kitchen,Dice Boardgame,106.90226060,-6.16501620,Jakarta Utara
Dice Kitchen,Dice Kitchen,106.90385913,-6.16330433,Jakarta Utara
DIET GO,Diet Go - Kalibata Portale CK,106.85289801,-6.25689802,Jakarta Selatan
Difabis Balaikota DKI Jakarta ,Difabis Balaikota DKI Jakarta ,106.82839040,-6.18158020,Jakarta Pusat
Difabis Coffe and Tea,Difabis Coffe and Tea,,,Jakarta Selatan
Dim Sum Palace ,FOOD SPACE,106.81228810,-6.17520670,Jakarta Pusat
Diman klas braling,Diman klas braling,106.80160820,-6.30269440,Jakarta Selatan
dimcumm.jkt,dimcumm.jkt,106.79978356,-6.11019483,Jakarta Utara
Dimples.dimsum,Dimples.dimsum Crumble Crew,106.80995296,-6.23129185,Jakarta Selatan
Dimpot Restaurant,DIMPOT - CENTRAL PARK,106.78977190,-6.17747157,Jakarta Barat
Dimsoem Spot Jkt,Dimsoem Spot Jkt,106.87270458,-6.32599902,Jakarta Timur
dimsum,dimsum,,,Jakarta Utara
Dimsum 1963,Dimsum 1963 Veteran Bintaro,106.77003378,-6.26004962,Jakarta Selatan
DIMSUM ANDRIA,Dimsum Andria Gudang,106.78234570,-6.18117910,Jakarta Barat
DIMSUM ANDRIA,Dimsum Andria Meruya Selatan,106.73450938,-6.20836754,Jakarta Barat
DIMSUM ANDRIA,Dimsum Andria Tanjung Duren,106.78625871,-6.18382277,Jakarta Barat
DIMSUM ANDRIA,Dimsum Andria Dukuh Atas,106.82504920,-6.20425430,Jakarta Selatan
DIMSUM ANDRIA,Dimsum Andria Event,0.00000000,0.00000000,Jakarta Barat
Dimsum Boy!,Dimsum Boy!,106.81886400,-6.23877960,Jakarta Selatan
Dimsum Cap Naga,Dimsum Cap Naga @Citra8,106.61068800,-6.24885760,Jakarta Barat
Dimsum Endut Kemayoran,Dimsum Endut Kemayoran,106.87267120,-6.16652900,Jakarta Pusat
Dimsum Endut Kemayoran,Dimsum Endut Tebet,106.84644190,-6.23562200,Jakarta Selatan
Dimsum Mami Ong,Dimsum Mami Ong Rawamangun,106.89188180,-6.19714220,Jakarta Timur
Dimsum Mentaiku.jkt,Dimsum Mentaiku.jkt,106.83746270,-6.34684060,Jakarta Selatan
Dimsum Mentaiku.jkt,Dimsum Mentaiku.jkt,106.83742602,-6.34685158,Jakarta Selatan
Dimsum Rasa,Dimsum Rasa,106.78703460,-6.17218700,Jakarta Barat
Dimsum Salmon,Dimsum Salmon Lenteng Agung,0.00000000,0.00000000,Jakarta Selatan
Dimsum Salmon,Dimsum Salmon Binus,106.78143950,-6.20075190,Jakarta Barat
Dimsum Salmon,Dimsum Salmon Condet,106.85324480,-6.28749570,Jakarta Timur
Dimsum Salmon,Dimsum Salmon Bekasi,106.86679720,-6.34335800,Jakarta Timur
Dimsum Salmon,Dimsum Salmon Kalimalang,106.92602570,-6.24924320,Jakarta Timur
Dimsum Salmon,Dimsum Salmon Pisangan,106.87852210,-6.20805590,Jakarta Timur
Dimsum Tokyo,Dimsum Tokyo,106.79995720,-6.24371970,Jakarta Selatan
Dimsum Yang 1000,PABRIK DIMSUM YANG,106.82689750,-6.24673340,Jakarta Selatan
DimsumKen,DimsumKen Ciracas,106.88154340,-6.32817470,Jakarta Timur
Dimsumland.jkt,Dimsumland.jkt,106.72512240,-6.15106350,Jakarta Barat
Dine 'n Fine,Dine 'n Fine,,,Jakarta Pusat
DINE AT LOMMA,DINE AT LOMMA,106.80106550,-6.25551530,Jakarta Selatan
DIPPY DAWG,Dippy Dawg,0.00000000,0.00000000,Jakarta Selatan
DipsChick,DipsChick,106.90551050,-6.20323620,Jakarta Timur
disambelin telia,DISAMBELIN TELIA CILANGKAP,106.90146625,-6.33930125,Jakarta Timur
Disenja Coffee,di Terowongan Kendal,,,Jakarta Pusat
Distrik 11,Distrik 11,106.80021210,-6.25454920,Jakarta Selatan
DivillaFajar,DivillaFajar,106.85016810,-6.23868940,Jakarta Selatan
DJ Chicken,DJ Chicken Tebet,106.85796223,-6.22567094,Jakarta Selatan
DJ Chicken,DJ Chicken Citra 8,106.69422713,-6.12326090,Jakarta Barat
Djajan Kopi,Djajan Kopi - Pondok Kelapa,106.93475370,-6.23825310,Jakarta Timur
Djournal,A/A & A/O,106.80740400,-6.23878700,Jakarta Selatan
Djournal,"Djournal, AEON Tanjung Barat",106.84054035,-6.30550166,Jakarta Selatan
Djournal,"Djournal, Pasaraya Blok M",106.80305210,-6.24459490,Jakarta Selatan
Djournal,"Djournal, Blok M Plaza",106.79739590,-6.24383600,Jakarta Selatan
Djournal,"Djournal, Cilandak Town Square",106.79992890,-6.29182070,Jakarta Selatan
Djournal,"Djournal Coffee, Mall Emporium Pluit",106.79025190,-6.12768620,Jakarta Utara
Djournal,"Djournal Coffee, Gandaria City",106.78410490,-6.24414960,Jakarta Selatan
Djournal,"Djournal, Grand Indonesia",106.82031620,-6.19485170,Jakarta Pusat
Djournal,"Djournal, Gandaria City UG North Lobby",106.78405160,-6.24428370,Jakarta Selatan
Djournal,"Djournal House, Gunawarman",106.80772400,-6.23194970,Jakarta Selatan
Djournal,"Djournal, Heartology Senopati",106.81645836,-6.23561815,Jakarta Selatan
Djournal,"Djournal Coffee, Kuningan City",106.82927800,-6.22480050,Jakarta Selatan
Djournal,"Djournal Kissa, Grand Indonesia",106.81946862,-6.19495836,Jakarta Pusat
Djournal,"Djournal, Kota Kasablanka",106.84259790,-6.22403530,Jakarta Selatan
Djournal,"Djournal, Lippo Mall Puri",106.73831310,-6.18795790,Jakarta Barat
Djournal,"Djournal Coffee, Mall Artha Gading",106.89216600,-6.14558900,Jakarta Utara
Djournal,"Djournal, MRT Blok M",106.79875304,-6.24298952,Jakarta Selatan
Djournal,"Djournal, MSIG Tower Sudirman",,,Jakarta Selatan
Djournal,"Djournal, Pacific Place",106.80967450,-6.22542670,Jakarta Selatan
Djournal,"Djournal Coffee, Mall Puri Indah ",106.73381440,-6.18792330,Jakarta Barat
Djournal,"Djournal, Setiabudi One",106.83004170,-6.21534249,Jakarta Selatan
Djournal,"Djournal, Senayan City",106.79717140,-6.22731060,Jakarta Pusat
Djournal,"Djournal, World Trade Center",106.81938810,-6.21494450,Jakarta Selatan
Djournal,"Djournal (KNPP), Pacific Place",106.81016710,-6.22497270,Jakarta Selatan
Djournal,"Djournal, Pondok Indah Mall 2",106.78308800,-6.26438960,Jakarta Selatan
Djournal X TPC,"Djournal x TPC, Pasaraya Blok M",106.80305210,-6.24459490,Jakarta Selatan
Dkriuk mgt,Dkriuk mgt,106.84572083,-6.18706283,Jakarta Pusat
Dkriuk Pasar Minggu,Dkriuk Kebagusan 1,106.83126430,-6.30074980,Jakarta Selatan
DM Billiard,DM Billiard Daan Mogot,106.75855770,-6.15744260,Jakarta Barat
DMOOIE,CBD PALM TAMAN SURYA,106.72865280,-6.15383040,Jakarta Barat
DnD Lounge,DnD Lounge,106.80735600,-6.23503900,Jakarta Selatan
DnD Lounge,IMG-DnD Lounge,106.80735600,-6.23503900,Jakarta Selatan
DOD,CALDERA LAB,106.81347180,-6.29314550,Jakarta Selatan
Doet Coffee & Eatery,Doet Coffee & Eatery,106.78013160,-6.11569600,Jakarta Utara
Doeun,DOEUN,106.82835897,-6.19175380,Jakarta Pusat
dogo,dogo,,,Jakarta Barat
Dogo Factory,Dogo Factory,106.64994782,-6.23587074,Jakarta Barat
Dogo Factory,Dogo Factory,,,Jakarta Barat
Dolcai.cea,Dolcai.cea,106.83517230,-6.34200590,Jakarta Selatan
DOMO MART,DomoMart,106.84487107,-6.26136200,Jakarta Barat
DON KID	,DON KID KATALUMA,106.84453700,-6.23276000,Jakarta Selatan
DON KID	,Don Kid - Artha Graha,106.81110930,-6.22450960,Jakarta Selatan
DON KID	,Don Kid - PIK,106.75926350,-6.12088800,Jakarta Utara
Don's Burger,Dons Burger Cipinang Jaya,106.88610100,-6.22058300,Jakarta Timur
Don's Burger,Dons Burger Galaxy,0.00000000,0.00000000,Jakarta Timur
Don's Burger,Dons Burger Mall Cijantung,106.86201540,-6.31256600,Jakarta Timur
Don's Burger,Dons Burger Pusat Grosir Cililitan,106.80235130,-6.24577570,Jakarta Timur
Don's Burger,Dons Burger Transmart Cilandak,106.81419430,-6.30181410,Jakarta Selatan
Donat Bahagia,Donat Bahagia Cipete,106.80039794,-6.27556897,Jakarta Selatan
Donat Bahagia,DONAT BAHAGIA BLOK M MRT,106.79810000,-6.24447000,Jakarta Selatan
Donat Rejeki (DoRe),Donat Rejeki (DoRe),106.78350583,-6.20978034,Jakarta Selatan
Donatlah Donat Kentang,Donatlah Donat Kentang Duren Sawit,106.92281640,-6.23425370,Jakarta Timur
Donatlah Donat Kentang,Donatlah Donat Kentang Cipayung,106.90040670,-6.32962300,Jakarta Timur
DonBoBo x Bank of Tea,DonBoBo x Bank of Tea,106.80677592,-6.13765737,Jakarta Barat
Dons cafe,DON'S CAFE,106.86017441,-6.23577082,Jakarta Selatan
DONTOGO,Portale Kitchen Jakarta,106.85290860,-6.25690000,Jakarta Selatan
DONTOGO,Dontogo - Satrio Portale CK,106.82018890,-6.21970337,Jakarta Selatan
DONTOGO,DONTOGO - KALIBATA,106.85289530,-6.25689190,Jakarta Selatan
DONTOGO,Dontogo - Tebet Portale CK  ,106.85460282,-6.22677412,Jakarta Selatan
Dontogo Rice Bowl,Dontogo-Trisakti,106.79481660,6.16714480,Jakarta Barat
Donut Of Curiosity,Donut Of Curiosity - ASHTA,,,Jakarta Selatan
Donut Of Curiosity,Donut Of Curiosity - Grand Indonesia,,,Jakarta Pusat
Donut Tanpabatas,TB CIJANTUNG,106.86247041,-6.31187600,Jakarta Timur
Donut Tanpabatas,Donut Tanpabatas Plaza Blok M,106.79752838,-6.24390347,Jakarta Selatan
Donut Tanpabatas,Donut Tanpabatas Kalcit Jasmine,106.85301000,-6.25568285,Jakarta Selatan
Donut Tanpabatas,Donut Tanpabatas Kalcit Borneo,106.85380381,-6.25689669,Jakarta Selatan
DOOKU,DOOKU,,,Jakarta Barat
Dore,Dore A1,106.79097880,-6.17713730,Jakarta Barat
Dore,Dore Grand Indonesia,106.81774360,-6.19504210,Jakarta Pusat
Dore,Dore Hublife,106.79267451,-6.18017970,Jakarta Barat
Dore,Dore MOI 1,106.90741338,-6.15244687,Jakarta Utara
Dore,Dore Lippo Nusantara,106.81460840,-6.21946240,Jakarta Selatan
Dore,Dore Online Sales,106.77381364,-6.28234009,Jakarta Selatan
Dore,Dore PIK Avenue,106.74019000,-6.10861000,Jakarta Utara
Dore,Dore Plaza Indonesia,106.82220000,-6.19382000,Jakarta Pusat
Dore,Dore Plaza Senayan,106.79941000,-6.22539000,Jakarta Pusat
Dore,Kisah Cake,106.80697480,-6.23017540,Jakarta Selatan
Dore,DORE Kokas,106.84053400,-6.30563570,Jakarta Selatan
Dore,Dore MOI 2,106.89860080,-6.15136331,Jakarta Utara
Dore,DORE Lotte Avenue,-6.19382000,-6.19382000,Jakarta Selatan
Dore,Dore Lippo Mall Kemang,106.81286000,-6.26125790,Jakarta Selatan
Dore,Dore Puri Indah Mall,106.73876229,-6.18967606,Jakarta Barat
Dore,DORE Pacific Place,106.81027290,-6.22448830,Jakarta Selatan
Dore,Dore Pondok Indah Mall 2,106.78426000,-6.26495000,Jakarta Selatan
DORE (DONAT REJEKI),DOREI MERUYA,106.73943240,-6.20302760,Jakarta Barat
DORE (DONAT REJEKI),DOREI PANGPOL,,,Jakarta Selatan
DORE (DONAT REJEKI),DOREI KEMANGGISAN,106.78304770,-6.20471780,Jakarta Barat
DOREI,DORE RAWA BELONG,106.78319850,-6.20455400,Jakarta Barat
Dorigirl,Dorigirl,,,Jakarta Barat
Dots Dimsum,Dots Dimsum - Ciracas,106.88328615,-6.31972009,Jakarta Timur
Dots Dimsum,Dots Dimsum - Cipayung,0.00000000,0.00000000,Jakarta Timur
Dots Dimsum,Dots Dimsum - Ceger,106.89002910,-6.31130990,Jakarta Timur
DotsClan,DotsClan,106.91440597,-6.12369384,Jakarta Utara
Dou Bakehaus,Dou Bakehaus,106.82374310,-6.26605690,Jakarta Selatan
Dou Bakehaus,Dou Pie House Event,106.78213710,-6.26383380,Jakarta Selatan
Dough And Co,Dough And Co - Duren Sawit,106.90676660,-6.21391110,Jakarta Timur
Doughzen,DOUGHZEN CENTRAL KITCHEN,106.82955150,-6.16361630,Jakarta Pusat
Doughzen,DOUGHZEN GRAND INDONESIA,106.82101614,-6.19500254,Jakarta Pusat
Doughzen,DOUGHZEN KAMAJA,106.79207130,-6.24149370,Jakarta Selatan
Doughzen,DOUGHZEN SCBD PARK,106.80976570,-6.22643110,Jakarta Selatan
Doughzen,DOUGHZEN LOTTE MALL JAKARTA,106.82329600,-6.22428600,Jakarta Selatan
Doughzen,DOUGHZEN KAMAJA,106.89191635,-6.15103888,Jakarta Utara
Doughzen,DOUGHZEN PONDOK INDAH MALL,106.78233965,-6.26339580,Jakarta Selatan
Douton Bori,Douton Bori,106.79594195,-6.28061761,Jakarta Selatan
Dplanten,Dplanten,106.80256068,-6.21147993,Jakarta Pusat
dr APPEL & dr PHONE,LETMIIN,106.84854090,-6.14845770,Jakarta Utara
Dragon Bowlz,DRAGON BOWLZ,106.85769777,-6.14018575,Jakarta Utara
Drama Coffee Studio,Drama Coffee Studio,106.83686596,-6.19739003,Jakarta Pusat
Draw Coffee,Draw Coffee - Jakarta,0.00000000,0.00000000,Jakarta Pusat
Draw Coffee,DRAW COFFEE JAKARTA,106.82350528,-6.20086574,Jakarta Pusat
Dream Dates Bakery & Coffee,Dream Dates Senopati,106.81306960,-6.23965040,Jakarta Selatan
Dream Dates Bakery & Coffee,Dream Hall,106.81267860,-6.23952530,Jakarta Selatan
Dream Dates Bakery & Coffee,B2B,106.82715357,-6.17539768,Jakarta Pusat
Dream Dates Bakery & Coffee,Dream Dates Bakery & Coffee Duren Sawit (TC),106.91464691,-6.22792418,Jakarta Timur
Dream Dates Bakery & Coffee,Dream Dates Menteng,106.83065210,-6.18698890,Jakarta Pusat
Dream Store ,Dream Store ,,,Jakarta Selatan
Dreameal's Kitchen,Dreameal's Kitchen,,,Jakarta Timur
Drew's,Drew's Setiabudi One,106.83005570,-6.21523940,Jakarta Selatan
Drew's,Drew's Lippo Mall Kemang,106.82078750,-6.26595110,Jakarta Selatan
DREW'S NUSANTARA,DREW'S NUSANTARA,106.79221280,-6.17858310,Jakarta Barat
Drive and Protect Garage,Drive and Protect Garage,106.89154070,-6.15785670,Jakarta Utara
Drumstairs,Drumstairs,106.79594296,-6.23495069,Jakarta Selatan
duabelasduaempat,duabelasduaempat,,,Jakarta Selatan
Duckmee,Duckmee By WPU Everplate Belleza,106.78222690,-6.22122280,Jakarta Selatan
Duckmee,Duckmee By WPU Everplate Sentra Kramat,106.84294220,-6.17920830,Jakarta Pusat
Dunes Diner,Dunes Diner Pos Bloc,106.83365510,-6.16687100,Jakarta Pusat
Duo Rampai,Duo Rampai Sunter,106.86205920,-6.14726770,Jakarta Utara
