Nama Restoran,Pricing,latitude,longitude
MIE AYAM HEPI CENGKARENG,,-6.1310588,106.7358322
Martabak pizza orins,$$,-6.1291821,106.7367905
Warteg 86,,-6.1261629,106.7375635
Nasi Uduk Betawi 3 sekawan,,-6.1258271,106.7370238
Warteg 46,,-6.1296768,106.7441456
Warung Pecel Lele Bu Sarwati,,-6.1331109,106.7492378
Warung Makan Mpo Niseh,$,-6.1284973,106.7377681
Toastify,,-6.1310037,106.7359947
Tekwan Mpo Anah,,-6.1322617,106.7363108
Nasi Goreng Berkah,,-6.1428697,106.7499734
Khao Kha Moo Street Food Thailand,,-6.1313408,106.7171577
Mie Ayam AW,,-6.132784,106.7184399
Lele Terbang Dila Fia,,-6.1459913,106.7445534
Nasi Goreng Tunggal Welas Mas Wahyu,,-6.1456089,106.7413909
warteg Perempatan pak joko,,-6.1455287,106.7433903
Warung Nasi Ayu,,-6.1429889,106.7464554
Warung Nasi Ara Jaya,,-6.1484068,106.7473915
Gado-Gado Tanggul,,-6.1451924,106.7499252
Pecel Bu Narti,,-6.1300187,106.7431061
Wahyoo Warteg Sumber Rejeki,,-6.1283344,106.7369447
Warteg Kamal,,-6.1261506,106.7375347
Warteg Barokah,,-6.1297406,106.7405463
Warung Sate & Soto Fauzi,,-6.1257682,106.7367617
Nasi Goreng 28 Kapuk,,-6.1335187,106.744729
Ayam Bakar 5 Saudara & Sate Jumbo,,-6.1299769,106.7428135
sambal tiktok 88,,-6.1313636,106.7351667
Warung Nasi Tampomas,,-6.1337735,106.7448161
FASS Chicken Katsu,,-6.1384545,106.7362102
Dimsum Favorit,,-6.1343907,106.7446255
Dapur Mama Vebe,,-6.1491862,106.7387082
Dapur Amah,,-6.1450583,106.7385532
Nasi gurih kak ida18,,-6.1481633,106.7494534
China Lanzhou Ramen,,-6.145211,106.7490148
Bakmi Melati,,-6.1496302,106.7448264
Warteg Barokah Gang Janda,,-6.1242066,106.7349163
Icy sweet Sedayu Square,,-6.1254963,106.7290847
Nazwa Dimsum,,-6.1226311,106.7292951
Warteg Mbok Siti,,-6.1209875,106.7284494
Warteg Idola,,-6.1207185,106.7305639
Warung seblak betawi,,-6.1214,106.7307032
Warung Lesehan Jawa Timur Lumpang Emas,$$,-6.1458961,106.7498833
"Lapo Roganda, Makanan Medan",,-6.1461264,106.7453893
Ayam gepuk nuzul,,-6.1432729,106.7508178
DD SUGITUN BOYOLALI,,-6.1457156,106.7483611
NGEDAGING_NYUS,,-6.1448542,106.7424425
Warteg Ibu Uliyah,$,-6.1457277,106.7451523
"Salad Exi, Kedaung Kali Angke",,-6.1440217,106.7510037
Soto Tangkar 'Rasyid',,-6.140921,106.7482979
Nasi Uduk Malam,,-6.1397922,106.7506664
Mie Jogja Pak Karso,,-6.1442073,106.7066488
Lolahop,,-6.1454519,106.7029516
Bakmi Ayam Mangga Besar Si Bule,,-6.1457924,106.7062234
Warteg Ratih Jaya,,-6.1464853,106.7451416
Warung Pecel Ayam Khas Sunda Kelapa Bekas Baso Rudal,,-6.1410875,106.750106
Soto Tangkar JaliJali,,-6.1483613,106.7497508
Warteg Sari Asih,,-6.1454432,106.7429939
Mie Ayam 17,,-6.1454847,106.7485584
Warteg Sarapada 3,,-6.1435683,106.7483206
Siomay Mama Jeje,,-6.1472655,106.7461514
Bakso Taman Kodok,,-6.1488918,106.7458809
Mie Ayam Rumah Tua,,-6.1451024,106.7515576
Nasi uduk mpok djum,,-6.1456974,106.7434869
Nasi Uduk Mama Uwo Lopis,,-6.145175,106.7416164
Mie Ayam Super Hot,,-6.1425012,106.7357454
Siomay Babi Fat Choi,,-6.1490804,106.7373993
Pancong LOILO,,-6.1438491,106.7356562
Aurora Martabak Manis Telor,,-6.1467006,106.735265
Martabak SULTAN,,-6.1492872,106.7413633
Martabak Newyork 96 City Resort,,-6.1363573,106.7313139
DAPOER TABACI,,-6.146502,106.7099731
Nasi Goreng Pospol Citra Garden 2,,-6.1426655,106.7116542
Mie Ayam Petojo,,-6.1448878,106.7068686
Warteg Ma Uas,,-6.1394477,106.7497287
Baso Pakde Maura Wonogiri,,-6.1343544,106.7483683
WARUNG NASI & BUBUR AYAM ANTI GALAU,,-6.1414471,106.7499454
"Bento ""Dapur Kirana""",,-6.143933,106.7420563
Sate Dan Sop Madura,,-6.1433423,106.7544762
Warung Seblak Khas Cirebon,,-6.1484995,106.7471125
Warteg Prapatan,,-6.1457667,106.7432872
Bakso & Mie Ayam Cowmeat,,-6.1434445,106.7480765
Salad Buah Yowell,,-6.1479902,106.7511731
Warteg 88,,-6.1413785,106.752481
Warteg Putri,,-6.1428863,106.7499637
Warteg Diana Jaya,,-6.1420506,106.7528865
jual nasi uduk . ibu amnah,,-6.1417491,106.7454984
Warteg Pak De 06,,-6.1449921,106.7434827
Bakmi Nyonya Jo,,-6.148192,106.7482411
Roti Panggang 11 Es Blender,,-6.1457861,106.744986
Gado-Gado,,-6.1489289,106.7429981
Mie Tulang Gang 9,,-6.1437595,106.7383034
Bakmie Asin,,-6.1466927,106.7356167
Ayam Goreng SuperHeRo,,-6.1459042,106.7369106
Nasi Uduk Pengkolan kapuk,,-6.1340315,106.748572
Soto Pak Bondan,,-6.1340669,106.7500524
Bakso 69 Kapuk,$,-6.1365005,106.7489933
Mak Mus Soto Ayam Soto Tangkar Ceker,,-6.1476658,106.7470261
Warung nasi Mak itoh,,-6.1448691,106.7549663
Bakso Kaget 88 Yuk,,-6.1477596,106.7486061
Warteg Pipit,,-6.1427248,106.7416865
Ketupat sayur Iwan,,-6.1483922,106.7495041
Warteg Citra,,-6.144431,106.7434556
Pecel Lele & Ayam Chan,,-6.1406159,106.7475445
Roti Bakar Kei Toast,,-6.1403479,106.7559004
Baso Ikan Khas Malingping,,-6.1401736,106.7474471
Pawon purwodadi,,-6.1408824,106.7468293
Bakmi SELERA KITA,,-6.1357472,106.7546329
DIMSUM SENPAI,,-6.1386541,106.7553772
"Mie Ayam, Bakso ,Soto Dll Asli Pangandaran",,-6.1407133,106.7495542
Nasi Goreng Pemalang Kapuk,,-6.1379379,106.7605476
Warteg Febbi,,-6.1377156,106.7464754
Warteg Bah Ujip,,-6.1393405,106.7497243
Ayam Keprabon City Resort,,-6.1361738,106.7333405
Warung Nasi Bu Titin,,-6.1374427,106.7486527
Warung Bakso Lawu,,-6.139459,106.7506698
Pecel Lele CANTIKA JAYA,,-6.1393078,106.7516361
Warteg nasi barokah mas puad,,-6.1403146,106.7505114
Seblak BUNDA GILANG,,-6.135687,106.7474909
Warteg Emak Uton,,-6.1358195,106.750177
Warung umi tika,,-6.1388784,106.7457081
Bakso Kalandra Pa'de Kumis,,-6.1358897,106.7471714
Warung Bu Tika,,-6.1356521,106.7473255
Seblak The Wer,,-6.1358633,106.7452632
bakso masdi wonogiri,,-6.135869,106.75039
Li Chick Kapuk,,-6.1247921,106.7356593
Warteg Restu Orang Tua,,-6.1208904,106.7265956
Martabak Minang ''Selimut Telor'',,-6.1206359,106.7289449
Anah warteg,,-6.1194956,106.7262272
Ayam Penyet & Sop Kambing,,-6.1221306,106.7285488
Ayam Geprek Bude Siti,,-6.122287,106.7295014
Warteg Azka,,-6.1203046,106.7293971
Ayam goreng pecel lele Jeng dewi,,-6.1222783,106.7322983
Warung Sate Tegal Ibu Ida,,-6.1206876,106.7304399
BFC Friend chiken,,-6.1362202,106.7488255
ZENBU HEAD OFFICE,,-6.1393594,106.7538223
Acai catering,,-6.1378116,106.7604667
Warteg Barokah,,-6.137191,106.756298
Warnas Fajar,$,-6.136033,106.7528096
Bakmie Encek Kapuk,$,-6.1394737,106.7604955
Warung Nasi Mak Elok,,-6.1373798,106.748806
Ba'so Mas Dull,,-6.1378703,106.7499102
Rm. Salero Minang,$$,-6.1368164,106.7564932
Warung Eling-Eling,,-6.137855,106.7512581
Warung nasi Cilacap,,-6.1347205,106.7485514
Pecel Lele Wilda Hot,,-6.1365135,106.751962
Nasi Goreng Cipta Rasa 88,,-6.1382758,106.7472751
Ayam goreng as,,-6.1465425,106.7583376
Azhar,,-6.1433789,106.7491699
Dapoer Wia,,-6.1383383,106.7599899
Warung nasi H komang,,-6.1385472,106.759327
Warteg Kharya Bahari,,-6.138778,106.7598819
Nasi ayam trisam,,-6.1404131,106.7505499
Pondokan Seafood Mbak Lintang 3,,-6.138252,106.7609845
Rm. Samba Lado Jaya Masakan Padang,,-6.1375614,106.7589215
Akmal Cellular,,-6.1440932,106.7526257
Dapur Misty,,-6.1380221,106.7508332
Ayam Taliwang 99,,-6.1371976,106.7485744
Makanan Khas Bagan Ruko Miami,,-6.1349007,106.732598
"Warteg ""Pak Ratno""",,-6.1390159,106.7456397
Warung Sate Bang Roni,,-6.1378987,106.7591215
Warung Nasi Eko,,-6.139079,106.7460762
Warteg ANISA,,-6.1448376,106.7571696
Soto Gerobak Bang Madi,,-6.1421331,106.7605454
Rumah Makan Sepakat Indah,,-6.1415365,106.7500999
seblak bu sri,,-6.1393582,106.7617439
Warung Nasi Mba' Har,,-6.1387688,106.759701
Ikan Bakar Mas Deri,,-6.1383874,106.7511865
Nasi Goreng Kang Ferry,,-6.1353072,106.74918
Good Morning Cafe - Taman Palem Lestari,,-6.137556,106.7228268
Pokpork,,-6.1406968,106.7233418
Aromasop Seafood Taman Palem,$$,-6.1387363,106.7233717
Eddy Catering,,-6.1413449,106.7219366
Dapoer Little Blessing spesialis Asinan Sayur & Rujak Juhi,,-6.1431587,106.7166936
Bakmi Ayam Ny. Afung,,-6.1396779,106.7222745
Boga Food Court,,-6.1388704,106.7240901
Kanjee TAMAN PALEM,,-6.1413571,106.7233165
SEA FOOD pecel lele 03,,-6.1225393,106.7331111
Bakso Monjali Selagals,,-6.1391414,106.7619209
RM. Segarwangi,$$,-6.1457201,106.7275665
Waroeng ndeso,,-6.1449071,106.7499519
Soto Dana Jaya,,-6.1394339,106.7469763
Warteg Berkah Alrizqi,,-6.1438058,106.7483355
Warung Ayam Penyet Damar,,-6.145119,106.756817
Bakso Mas Ikho Cab Pedongkelan,,-6.1385394,106.7510507
Warung ini ibu gado gado,,-6.1368222,106.7501615
Warteg Ibu Lia,,-6.1366566,106.7517775
Nasi goreng kang moll [gondrong],,-6.1388683,106.7549719
Uduk uduk,,-6.1411545,106.7615415
Rumah Makan Masakan Padang,,-6.1417741,106.7519983
AYAM PENYET FRIL,,-6.1406346,106.750539
Pecel Lele Mas Gimin,,-6.1374679,106.748384
Warteg Eva,,-6.1414092,106.7594102
Warteg Barokah,,-6.1375093,106.7587738
WARUNG MAKAN IKHLAS,,-6.1464998,106.6902709
PEMPEK GURIH RASA PALEMBANG,,-6.1354049,106.7541479
Esteh Indonesia Kapuk,,-6.1380322,106.760131
Nyemil ayu,,-6.1393611,106.7531342
Warung Nasi Wonogiri,,-6.1379133,106.7559622
Nasi uduk mama indah,,-6.1408488,106.7649027
Warteg Sari Asih,,-6.1410239,106.7627973
RM.Bu iin,,-6.1355791,106.7536217
Doeerr mercon16,,-6.1394324,106.7536468
Warung Nasi Berkah,,-6.1447319,106.7547303
Bakso Benhil Kapuk,,-6.1415328,106.7521055
Nasi Goreng Bang Dul,$,-6.1424001,106.746285
Seblak rafli,,-6.1409768,106.7480454
Warung Nasi uduk Mba Nar,,-6.1444147,106.7546665
Bakso Dan Mie Ayam Atlas,,-6.1403327,106.7463384
pecel Lele Dua Bersaudara Kabul,,-6.1426056,106.7464974
RM. Mutiara Minang Makan Padang,,-6.1416248,106.7465007
UD Erni Marali,,-6.1352041,106.7508878
Nasi Goreng Bang Gondrong,,-6.1421855,106.7508131
Pecel lele & nasi goreng mas jangkung,,-6.1403879,106.7503876
Warung nasi ibu pinah,,-6.1393867,106.7527476
Warteg Pojok,,-6.1414389,106.7594205
NASI UDUK FIDZAH,,-6.14235,106.7507507
Warteg Attin,,-6.1376268,106.7591053
Jualan soto tangkar dan daging ayam,,-6.1392825,106.7530341
Pepes Ikan Mba Narti,,-6.1364805,106.7490099
NASI GORENG PITU-PITU,,-6.1423569,106.75258
"Warung pecel lele ""monggo kerso"" mas Agung",,-6.1388437,106.7509907
Seblak po ijeh,,-6.1534049,106.707345
"Warung Seblak Budhe Tum, Seblak Lesehan BudeTum",,-6.1570833,106.7162455
Bakso Lanang,,-6.1589999,106.7245076
Aneka mercon mak razqa,,-6.1596792,106.7201468
Soto Betawi Kapuk,,-6.1378581,106.7604781
Takoyaki Mama Adit,,-6.1383193,106.7597448
Qedai Q-te,,-6.1366434,106.7562794
Warung Nasi 3 Saudara,,-6.1374879,106.7559793
Warteg Mas agus,,-6.1413588,106.7665714
Warteg Mas Bewok,,-6.1412322,106.7660668
BAKMIE AFUK,,-6.1403179,106.7642353
Ayam Bakar Bakekok,,-6.151077,106.731066
ketupat betawi cabang CNI cengkareng timur,,-6.1494186,106.7321686
Tempe Mendoan dan Tahu Isi 99,,-6.1519071,106.7286431
Warkop Agam Jakarta Taman Palem,,-6.1374723,106.7222328
Kebab Alibaba - Bambu Larangan,,-6.1401616,106.717096
warkop agam siang malam,,-6.1375633,106.722175
Bakmie Bangka V9,,-6.1443478,106.7247429
Orijicha,,-6.1381726,106.722536
Soto Ayam Surabaya Cak Rizky,,-6.1374467,106.7221344
Sate Madura Pak Arif,,-6.1382089,106.7229083
Ayam geprek & gepuk Cerewet,,-6.1412598,106.7171074
Warung Baso Pak. Cue,,-6.1464404,106.7480444
Nasi Goreng Bang Nur,,-6.1424322,106.7479815
"Gado-Gado Jibran, Seblak dan Sempol Ayam",,-6.1424532,106.7463973
PEMPEK (SAGU/DOS) MIMI,,-6.1470846,106.7512714
Sate Ayam Bang Amin,,-6.1389076,106.7481712
Nasi Goreng Mas Daffa,,-6.1366602,106.7517641
Bakso Melody,,-6.1379289,106.755844
Sate Padang Sederhana,,-6.1418354,106.7500517
Warteg Berkah,,-6.1558371,106.706226
Warteg Sederhana-Daan Mogot,,-6.1582466,106.6998484
Warteg Mas Kimin,,-6.1514003,106.7058882
Area Darsa Kalideres,,-6.1527671,106.7041927
Mie Ayam Lada Hitam,,-6.1577954,106.7038867
Warteg Sami Asih 1,,-6.1575992,106.700611
Rm.masakan padang,,-6.1544586,106.7051249
jln bangun nusa raya no8 wrteg bahari,,-6.1519779,106.7373023
Kedai Pancake Durian Ibu Yani,,-6.1510773,106.7396995
Mie Jambak Bunda quiin,,-6.1393184,106.7616307
Bakso Cik Lin,,-6.13852,106.7593366
Wr.Pecel Lele Mekar Jaya Berkah,,-6.1384486,106.7587471
Sate Babi dan Bakut Kapuk Sejak 1978,$$,-6.1380429,106.7603658
Rumah Makan MJ,$$,-6.1382781,106.7604829
Warkun Kang Udin,,-6.1409124,106.762659
Bang Heri Madura,,-6.1378888,106.7598431
Mie Ayam 2001,,-6.1380175,106.7609693
Pecel Lele Pak Jangkung,,-6.1390782,106.7632151
Rizqy Dimsum,,-6.1470861,106.7324372
Pangsit Goreng Lek Gino,$,-6.1479435,106.7339091
Bakmi Acong Sahabat,$,-6.1499158,106.725349
Warteg Harapan Baru,,-6.1510408,106.7326669
Warteg Lestari,,-6.1500425,106.7298935
Dimsum frozen Cengkareng,,-6.1509107,106.7347559
Warung Wonosobo,,-6.1484994,106.748211
Grobak cipa,,-6.1515866,106.7432638
Hand Street Food,,-6.1504142,106.7447728
AgraDurian,,-6.1522133,106.7461897
Warung Nasi Berkah Jaya,,-6.1532175,106.7490094
MIE AYAM WONOGIRI ABC,,-6.1505818,106.7422153
MIE AYAM 77,,-6.147521,106.7481321
Seblak Prasmanan Bamboo Bunda Eti,,-6.150652,106.742863
Lee's Kitchen,,-6.1523424,106.7193455
Daan Mogot Food Street (Sebelah RS Hermina),,-6.1533134,106.7131364
Bubur Ayam samping RS Hermina,,-6.1527716,106.7133696
Dapoer Kita,,-6.1559183,106.7191276
TAHU GEJROT,,-6.1527716,106.7133696
Warung Mama Dopang,,-6.1571225,106.7209526
Kwecap Abhu Pontianak,,-6.1555313,106.7192044
Akan Ambun Pagi Masakan Padang,,-6.1427647,106.7470833
Warung Soto Mba Nani,,-6.1412846,106.7463419
Warkop Family Semanan,,-6.1562841,106.7118436
Sego pecel bu anik kampung bali,,-6.1573858,106.700501
Nasi Uduk Mama Ika Kp Bali Kalideres,,-6.1561908,106.7005528
Makan Di Milan,,-6.1577405,106.7121767
Mu Wu Shao Kao DAMOCI,,-6.1577405,106.7121767
warung Lala,,-6.158569,106.703432
Warung Bude Sabun Rita,,-6.1516356,106.7413636
Bale Ayam,,-6.1449782,106.7266624
Bakmi Daun 23,,-6.1439635,106.7219926
Warung Caritahu,,-6.1530743,106.7074703
"Mie Ayam Selera Oma, Kalideres Permai",,-6.150931,106.7061703
Mie Ayam Enak Nih!!,,-6.1565381,106.7196526
Tansu.co,,-6.155642,106.7193192
mie ayam bang toti,,-6.1412106,106.7668403
Tukang bubur kacang ijo mama arvan,,-6.1421782,106.754541
kyai semar fried chiken kremezz,,-6.1397194,106.7635992
RM SINAR MUTIARA KAPUK,,-6.138442,106.7613674
Wr: Mkn. Bu. Inayah.,,-6.1384911,106.7541756
Bakmi Ateng,,-6.1481085,106.7511916
Seblak Mpo Bohay,,-6.1483505,106.7400718
Warteg Mustika Bahari,,-6.1508232,106.7265781
Warteg Siti,,-6.1521189,106.729971
Resep Nusantara,,-6.1501366,106.7255396
Pempek Sriwijaya,,-6.1511599,106.7358805
Cilipadi Mall Taman Palem,,-6.1395211,106.730536
Pondok Aneka Soto,,-6.146865,106.736344
Warung Nasi uduk Ibu Saripah,,-6.1421208,106.7507224
DAPUR ALFATIH22,,-6.142636,106.7531042
Pecel Lele Rendy Jaya,,-6.1461792,106.7498964
Buburakyat,,-6.1423569,106.75258
AYAM PENYET CABE IJO SARI DONA,,-6.1423017,106.7499815
Warung Mas Faisal,,-6.1445346,106.754059
Soto Nya Lamongan,,-6.1397564,106.7491528
Pempek dan jus agung,,-6.1394168,106.7463552
Warteg Piramida Bahari,,-6.1437882,106.7181269
warung nasi Ibu Ami,,-6.1381563,106.7512275
Bakso Mie Ayam Berkah Mas Udin,,-6.1516851,106.7255363
SOTO LAMONGAN BANG TULUS 17,,-6.1526409,106.7478059
Warung Nasi Bu Upi,,-6.1485608,106.7397302
Nasi bebek dan ayam goreng khas Madura,,-6.1370038,106.7572947
RM Padang Minang Jaya,,-6.1380701,106.7554774
Warung nasi uduk dan lontong sayur embah karmi karmi,,-6.1400981,106.7635367
Warung Nasi & Mie Goreng Pak Kumis,,-6.138459,106.7616395
Bakso Sapi Asli & Mie Ayam Idola,,-6.1366596,106.7562741
Pecel lele cak naim,,-6.1358245,106.7544967
TERAS AGAM-MENYEDIAKAN MASAKAN KHAS ACEH,,-6.1403125,106.7559375
Warung pojok jajanan,,-6.1365622,106.7560148
"Saung SEBLAK Neng "" SHOFIE """,,-6.1534614,106.7316501
Warung sate madura ibu haji,,-6.1521668,106.7305675
Son of Saijo Nasi Padang,,-6.1469249,106.7338239
RM PADANG SALERO MINANG,,-6.1516955,106.7288089
Warung Gado Gado Mpo ila,,-6.1523647,106.7263694
"Warung seblak ""IBu Sur""",,-6.1493762,106.7330753
Soto Ayam Daging dan Babat Indana,,-6.1496247,106.7287684
Nasi uduk Mpok tati,,-6.1490141,106.7389765
NASI KUNING SEGO TUMPENG,,-6.1475301,106.730898
Boci seblak Asgar 88,,-6.1475174,106.7333008
Nasi Goreng Kumis,,-6.1442265,106.7371009
Warteg Mm,,-6.1519523,106.7483159
Nasi Soto Ayam & Rawon Ibu Windi.,,-6.1455597,106.7395769
Soto Bogor rezi,,-6.1516563,106.7479128
Nasi Uduk Mak iLo,,-6.1455883,106.7407453
Bubur Ayam Kasimura 1999,$$,-6.1508945,106.7321115
Warung Seblak Dan Soto Ayam Ibu Yanti,,-6.1486653,106.7352414
Nasi Uduk Pecel Lele Pakde,,-6.143643,106.7226455
WARTEG JAYA,,-6.1527147,106.7478091
Warteg Rasa Asih,,-6.1498336,106.7426277
EMANUEL / IBU LILI,$,-6.1491247,106.7247551
CIDUL Taman 45,,-6.1497844,106.7248988
NAYYAS NG'BLEND (JAJANAN MAMA NAYYAS),,-6.1503696,106.7169282
Warung Seblak Mama Vino,,-6.1472223,106.7164964
Bakso Purwodadi Raos Eco,,-6.1482968,106.7181394
WARUNG NASI MPOK EBOY,,-6.1486317,106.7179666
Ayam Bakar Bakekok,$$,-6.1501356,106.7247975
Warung nasi zahra,,-6.1497476,106.7183885
Rumah Makan Padang Ajo,$$,-6.1502692,106.7240154
Kedai Serba Kambing Khas Betawi,$,-6.1510496,106.7315166
DIMSUM CENGKARENG,,-6.1507839,106.7320961
Warsun warung sukabumi,,-6.1568457,106.7038324
Warteg Enam 6,,-6.1582225,106.7051851
Bakdo jwr,,-6.1568457,106.7038324
JAJANAN KEKINIAN,,-6.1636486,106.7011967
Warung Ibu Lina,,-6.1592451,106.7019467
MAUDON - Cengkareng,,-6.1697132,106.7165277
RM. Putri Piliang Kalideres,,-6.1535436,106.7083876
Warung mpok maya,,-6.1717223,106.7276458
WARTEG SRI BAROKAH JAYA,,-6.1610798,106.7049692
Warteg Sami Asih,$,-6.1564818,106.7007976
Warung Soto Emak Koya Khas Betawi7,$,-6.1586165,106.7013924
Warteg Amel,,-6.1566701,106.7036552
Warung Nasi Mpok Iyos,,-6.1542229,106.7044144
Adele's Kitchen,,-6.1692729,106.7095759
Bakmie Bangka Akuan,$,-6.1692685,106.7171953
Bakmi Kopin,,-6.1695049,106.7167963
Kedai 99 Semanan,,-6.1621426,106.7050806
Wahyoo Warteg Moro Seneng,,-6.1656036,106.7046207
Pondok Bahari 99,,-6.1661352,106.7047285
HOGO KITCHEN,,-6.1669015,106.7120155
Teriyaki 1023,,-6.1694157,106.7125726
Ayam Bakar MM,,-6.1322999,106.7170609
Mari Mampir (Sop & Sate Kambing Ayam),,-6.168414,106.7192099
Bakmi Lily,,-6.171963,106.7121688
Bakmi Yuumei by Lamosa Kitchen,,-6.1744493,106.7071611
Akian Bakmi Bangka,,-6.1737363,106.7140795
Oden Donk,,-6.1483268,106.7037125
Warteg Kharisma Bahari Premier Kalideres,,-6.1546361,106.7034469
Nasi Goreng & Ayam Bakar OJOLALI,,-6.1620806,106.702194
Mie Ayam Isan,,-6.1566632,106.6971527
Nasi Uduk Ma Iyam,,-6.1596447,106.7016426
Nasi Goreng Mas Kabul,,-6.1611025,106.704971
Bakso Unggul,,-6.1581846,106.6961861
Nasi Uduk Bu Popon,,-6.1560468,106.7027183
Bakmi Afung Citra 1,,-6.1582345,106.6961
Warteg AL-FAZZA,,-6.1579222,106.7041675
Ayam bakar & nasi goreng bumbu BALI.mak nyusss.,,-6.1559317,106.701542
Warung Makan PWT,$,-6.1603535,106.6919813
Warung makan Lapfferpull gancio,,-6.1581179,106.6902011
Pecel Lele Arya 48,,-6.159585,106.691606
Berkah Fried Chicken,,-6.1605379,106.691963
Soto Mie Palasapi Bang Aang,,-6.1684216,106.7192533
Warteg 18th Asian Games,,-6.1532435,106.6997367
Asia Marindo Raya,,-6.1563507,106.7041209
Raja Lumpia semarang,,-6.148534,106.71119
Kwetiau Sapi & Seafood BBC,,-6.148436,106.7061339
Amerta Ayam Ikan Bakar/Goreng,,-6.164617,106.6890056
BAKSO ILHAM,,-6.1651506,106.6936094
bakmie ayam kampung 88 TSI,,-6.1671423,106.7095101
Warteg Permata Bahari,,-6.1674905,106.7051829
Soto Ayam Bang Pedro,,-6.1660645,106.7043525
Mie Ayam Mas Mardi,,-6.1671868,106.7042173
Ayam Goreng Cianjur,,-6.1679458,106.7049144
Pempek MRIA,,-6.1691816,106.7153365
Dimsum Aa Kasep,,-6.1654555,106.7044522
Ayam Guling Guling,,-6.165165,106.7155139
Pisangku Krezz,,-6.1306771,106.7164281
Lok-Lok Sultan,,-6.1301748,106.7162714
Wahyoo Warteg Rizki Lestari,$,-6.1622406,106.7050663
Ayam Goreng Garing Kojan,,-6.1522629,106.6893146
Katie's kitchen / katie fung stuff,,-6.1488446,106.6954417
Ayam Bang Joey,,-6.1499926,106.6929105
Risoles Mantapppp,,-6.1522649,106.6893167
Warung Makan Nabil ( WARNA ),,-6.160294,106.6916518
Food Court Biz Park,,-6.1577203,106.6882029
Warung Nasi Indah Ngawi,,-6.1603546,106.6899792
Ayam Bakar Mpo Lala,,-6.1540355,106.6902806
RUMAH CLUSTER AE10/28,,-6.1554064,106.6966495
Warung Pak Tarmono,,-6.1542351,106.6874804
Warteg Berhias,,-6.1579506,106.6881094
Warung Nasi Mpo Ncop Free Wifi,,-6.1570959,106.6884512
Ayam geprek Babeboba warung pojok semanan,,-6.1603404,106.6925151
PECEL LELE WARUNG GANTUNG 06,,-6.1580948,106.6880145
adela.jajan,,-6.1731813,106.7140595
"Bakso dmc - bakso aion (bakso ayam&sapi, mie ayam, soto ayam, soto sapi susu/santan, ayam goreng",,-6.1728007,106.7118888
Soto Mie Bogor Kang Kamil Kosambi,,-6.1751297,106.7150801
Seblak Mas Jamet,,-6.1516819,106.7060032
Warung Ayam Penyet Ibu Asih,,-6.1484686,106.7038673
Ayam geprek papin chicken,,-6.1544977,106.7049699
MUTIARA MINANG TERMINAL KALIDERES,,-6.1542681,106.7056741
Wr NASI MBA WIWI,,-6.1496842,106.6987111
WARUNG SOTO CAK DHORI MAPALE,,-6.1495116,106.6968604
Pempek Shera 83,,-6.1544984,106.6999986
Warung Nasi Tasik,,-6.1533186,106.7060026
bakso benjud,,-6.1548681,106.7032204
Kantin Mangga Dua,,-6.1647582,106.6886176
"BFC Fried Chicken, Wr Pojok",,-6.1624099,106.6920259
Warteg Berkah Zamani,,-6.1648504,106.6928738
Bakso Loly,,-6.1643651,106.6889074
Friend chicken dan geprek AE,,-6.1648887,106.6931361
Dapoer QinNisa,,-6.160352,106.6919685
Warung Dubie,,-6.1627879,106.6895152
Putra spesial,,-6.164983,106.6928418
Warung Nasi Brebes,,-6.1621893,106.6920214
Warung Soto Betawi,,-6.1655195,106.6932453
"Bakso Maknyus "" Cah Solo """,,-6.1602727,106.6925919
Bakso Lava 21,,-6.1655542,106.693146
Mie Ayam Legendaris Mas Wowo,,-6.1654786,106.7049868
WARTEG BU IDA,,-6.1667649,106.7046159
Wahyoo Warteg Aduhai,,-6.1651649,106.704791
Mie Ayam Bang Cablak,,-6.168453,106.7078357
AJ's CHICK,,-6.1665153,106.713615
Ayam Kalasan Mutiara,,-6.1673258,106.7082639
Kairos Sate Babi dan Bakut,,-6.1696516,106.7168325
Warung Nasi Hanan,,-6.1607281,106.6901505
Brownies lumer sabilah,,-6.1575753,106.6962419
Nasi Uduk Bu Lastri,,-6.1616263,106.6919598
NASI GORENG CITRA UTAMA,,-6.1605332,106.6919726
Warung Makan Indomie,,-6.1613569,106.6919796
Nasi Goreng Kambing Mas Rawing,,-6.1601525,106.6919116
Warung Makan Bersama,,-6.1610229,106.6920074
Kedai Mba'Tasya,,-6.1581434,106.6967173
Warung Makan Magelang,,-6.1550331,106.6885433
Pecel Lele Wr Tenda EZA Taman Surya,,-6.1333613,106.7169965
Pawon Gudeg Bu Narti,$,-6.1485994,106.7038842
Trubus Resep Mamiku (Toko Trubus Jakarta),,-6.1452229,106.7008879
Warteg Bahari Pandawa Lima,,-6.160164,106.6920086
Foodigy BizPark,,-6.1574875,106.6895599
susu kedelai,,-6.1538053,106.6886599
Soto khas betawi nyonya Bong,,-6.1560252,106.6969635
Warung Putri,,-6.1609469,106.6899047
Nasi Goreng Kirana Kichen,,-6.1614102,106.6917103
Mey Mey Rumah Makan,,-6.1583998,106.6961897
Pulsa Sembako Kuliner,,-6.1575362,106.6883677
GADO GADO BETAWI EMPO ASMARA,,-6.163791,106.6920683
Sosis Bakar Wr Pojok,,-6.1602141,106.6919915
Rumah Makan Do'a Bundo Masakan Padang,,-6.1603396,106.6919535
